label,text
2.0,อย่าโกหกโรงงานผู้ว่า
2.0,ค
2.0,พิหลุด โรงงาน กล้องหรอ หาตัวคนออกมา อยู่ดีๆโผล่ โรงงานหลอม
0.0,ที่นี่ประเทศไทยรู้เยื่ยมมากๆๆๆ
1.0,ข่าวอีม
2.0,นโยบายทำลายชาติ..กัญชาเสรี
0.0,โชคดี ขอบคุณสวรรค์ ฮ่า
1.0,ดูๆ ที่เก็บ
1.0,ควัน
2.0,บ้า
1.0,ทำ
1.0,เตาวิเศษ
2.0,ดี เงินอุดปากป่าว
1.0,ตกลงโรงงานไม ผู้ว่า
2.0,ตอแหลกุหรอกล้องวงจรปิด
2.0,แถ..ผู้ว่า..คน
1.0,ระบบปิดแน่วิ
1.0,โรงไฟฟ้านิวเคลียร์ เล่นคำโรงไฟฟ้าพลังไอน้ำ
2.0,ปล่อยควันอากาศ คนไทยโง่
2.0,เชื่อได้เหรอ ไอ้ที่นั่งแถลง 9 ปี เสื่อมมาก สายตา ปชช
1.0,เชื่อได้กระจายอ่ะ
1.0,ระบบปิด รับลมขนาด
1.0,แบบนี้ฟ้าสะท้านดินสะเทือนแน่ๆ
1.0,1ตัน
2.0,คนตายรับผิดชอบ
2.0,
2.0,
1.0,ดูชุดตรวจสิ55555555
1.0,คนต่างชาตินิยมใส่กางเกงรูปช้าง เพลงคาราบาวชื่อ ช้างไห้ 
1.0,เชือก
1.0,ต่อไป! ขโมย  ประเทศไทย ทำลายหลักฐาน....จบ!!
1.0,เช้า big bag
2.0,ข้อมูลราชการหรอก
2.0,แถ(ซีเซี่ยม137)
2.0,เตรียมตัวมะเร็งบ้านทั่วเมือง
1.0,ออกมาหละ จับตัว
1.0,ก้ดีดิ
1.0,แย้งสักนิด ปัญญาทำเตาหลอมระบบปิดทำปัญญาซื้อเครื่องตรวจจับ มาตรฐานโรงหลอม แสดงให้เห็นโรงหลอมได้มาตรฐาน
1.0,ผ้ามุ้งกั้นก่ดีนะคะ..ปลอดภัย
1.0,ออสเตรเลียซีเซียมหายเหรียญสลึงเค้ามาตรการประเทศ
1.0,น้าสี ทำดีทฤษฏี ผึ้งแตกรัง 66ชาติงัยยุคท่านเหมานะ
1.0,..ฝ .
0.0,ความจริง ประชาชนทราบ อย่าปกปิด
1.0,เชื่อได้ หรอผผุ้
1.0,5-4/3-2หรื อเปล่า
2.0,
1.0,ใบ  น๊ะ ชาวไทย
1.0,ใว้แน่นหนา พะ
1.0,โชว์เจ้าหน้าที่รัฐ? ปัดสวะพ้นตัว
2.0,ออออออ
1.0,จำไว้ เชอร์โนบิลคนตายปิดข่าวแบบนี้
1.0,สิบปี งานทำนึง ขี้เกียจหรอออ
1.0,กัมมันตรังสี ระบบปิดแบบนี้
1.0,ถาม..หาย
1.0, ผู้ว่า โดนย้าย
1.0,หน้าตาผุ้แดรก_
1.0,ดูๆคนเข้าไปตรวจ
1.0,ท แก้ผ้าเอาหน้ารอด เดี๋ยวปัญหา ออกมาแก้ตัว
1.0,ย้ายท่านครอบครัวลองดู
1.0,เจ้าหน้าที่ความปลอดภัย...ยึดใบเชอร์...บุคคล...ทั้งคู่........
1.0,โดนไล่ออกไหม
1.0,ไช่บ้าน
2.0,30  ว่าที่น่ากลัว คนป่วย
2.0,คำตอบเสียงแข็งแรงเวร
2.0,รอมะเร็งบ้านทั่วเมือง
1.0,หมดยุค ลุงนายพลคนดี โกงสัก฿ คนบาป สาธุ
2.0,โกหกป่าว
1.0,สารกัมมันตรังสี โควิด ดูใส่ชุด
2.0,กระจอกวะ
1.0,ชีวิตตายคนโง่หรอ
1.0,หน้ากาก
2.0,พุดดูดีหรอก
1.0,เดี๋ยว ระดับผู้ว่า มีความรู้ วิทยาศาสตร์ นะคะ
1.0,คำตอบ
1.0,พระยา
2.0,มั่ยใจหน่วยงานรัฐบาลอยู่แล้ว ความจริงประชาชน
2.0,เจ้าหน้าที่เก็บกู้ใส่ชุดตะกั่ว
1.0,PIA  รัย
2.0,มนุษย์สัตว์เดรัจฉาน
2.0,แน่ใจไหนว่าเล็ดลอด 
2.0,ปท.ชอบปิดข่าวสันดาน ความรับผิดชอบเกิดเรื่องกลัวตัวเองซวยปัดมั่ว
2.0,แน่นหนาประตู สภาพพพ
1.0,รู้  รู้
1.0,
0.0,ดูอันตราย
0.0,ราชการไทย แก้ตัวเก่ง
1.0,"อาจารอ๊อด เล่า 137  ออสเตรเลีย หาย เหมือน    ถนน  1,000 กิโลเมตร หา  บ้าน ชุดป้องกันหา เรื่องใหญ่ ขนาดที่ หาย 8มม  ไปดู ช่อง แบไต๋ คลิป ล่าส"
1.0,ปิดข่าว 
2.0,คำตอบชัดเจน
1.0,ภท.มาแรง ฝ่ายตรงข้าม อิจฉา กุดูออก
0.0,ดีเยี่ยม 555
2.0,คนออกมาจับตัว กล้องเต็มบ้านเต็มเมือง
2.0,ดูที่เก็บ สาร อันตราย
1.0,สารตัวอยุ่ใด้ร้อยปี.ออกมาล่ะ.วิธีกำจัดทำลายฟังข้อ
1.0,แน่ใจ 
2.0,
2.0,ผู้ว่าแถ
1.0,สารเคมีเสื่อมสภาพ
2.0,เหอะต่างชาติ
2.0,555 ทำงานแดกภาษี ทำเห้
1.0,ดูๆชุดเจ้าหน้าที่
1.0,ข่าวเอาไว้หลักฐานชั้นดีเชียวแหล่ะ
2.0,แน่ใจ5555
2.0,เช้าชามเย็นชาม
1.0,กัญชายาเสพติดต่อไป..ใช้ได้ทางการแพทย์..เสรี
1.0,พูดตามผมสิ ... บอรู้
1.0,ช่ายหรือปล่าว?
0.0,ดูดี. อันตรายนอ้ยลงมัย
2.0,กล้าความจริง...
1.0,จับตัวคนลักขะโมย
1.0,ยุตู
1.0,วิชาเกินไป
1.0,เตา วิเศษ  ถุงบิ๊กแบ๊ก
1.0,มีความรู้ลาออกเลี้ยงควาย
1.0,หลอน
1.0,ดูเหมือนเนาะ
1.0,ชุดป้องกัน=ชุดทำงานปดติ555555
1.0,ประเทตปืด แบบนี้
2.0,ค
1.0,ตอบคำถามโง่โง่ผู้บริหาร
1.0,ววาน น้ำท่วมปราจีน
1.0,หรา มั่ว ฝรั่ง1000กิโล ไทย 
1.0,ผู้ว่า
2.0,ค
1.0,ใตรออกมา ???????
1.0,เป็นไง 
1.0,ออสเตรเลียหายเม็ดถั่ว เมืองปูพรมค้นหา ประเทศไทย พนักงานทำงาน ตายห่า
1.0,ขนาดโลแกนตาย ภาษามนุษย์
1.0,รัฐบาลประเทศ  ประชาชน. รัฐบาล ประเทศ .  ทุน. ว๊ะ.
2.0,ทำงานเปลืองภาษีชิบหาย
2.0, 
2.0,โควิดโว๊ย หยุดอยุ่
1.0,
2.0,ความจริง ประชาชนทราบ อย่าปกปิด บิดเบือน
1.0,เครื่องวัดจีน ได้มาตรฐานไหม
2.0,หลอกตัวเอง
2.0,ปลดผู้ว่า
1.0,ผิดตัวตัวกลางวันทำงานไอน้อง
2.0,ค
2.0,อย่าปิดบังข่าว  หาวิธีปัง
2.0,ค
0.0,
2.0,ชิบหายประเทศ
2.0,ค ตัวราชการ
2.0,
0.0,มั่นใจหรอก5555
1.0,เกมสาร ว๊ายยยยยยยย เค้ามะ งะ
2.0,เชื่อได้  ตามหา 555
1.0,อันนี้ระดับผู้ว่า มีความรู้มั่ง
1.0,โถ ห้อง 137 หรอ
2.0,รังสีเฮ้ย
1.0,ออกมา หาให้ได้สิ้
1.0,แ ทด ื อั่
1.0,คนขโมยอาการเสี่ยงล่ะ
1.0,หัวล้านเบิ่ดววว
1.0,มีโอกาสขยายหรอ
1.0," สเตเลีย ก๋ทำหาย หาเจอ  ถนน  1,000กิโลเมตร"
1.0,อากาศ
1.0,ยุบสภา  วันเกิด ลุงกู้ กุฏ ปล่อยผี ขอให้วิญาณ โปรด ลุงกู้ สูเมรุด่วย
1.0,เครื่องวัด5เมตรเดินไกล้ๆ
1.0,จบ?
1.0,คนออกมา
2.0,คคค
1.0, GT 200 วัดรึเปล่า
2.0,ค
2.0,รับผิดชอบ 
2.0,เอาผิดบริษัทเป็นเจ้าของปิดบังเกิดเรื่องรุกราม
2.0,มั่นใจเชี่ยใจหาย
1.0,อมวัดพุดก่
2.0,มีความรู้สี่การทำงานผู้รู้ทำสิตอบแน่
1.0,เป็นไง ผู้ว่าเซฟตัวเอง
2.0,ประชาชน  มั่นใจทำงาน
2.0,เอาชีวิตประชาชนไร้ค่า
0.0,ปลอดภัย = แน่นอน
1.0,ว๊า
1.0,
1.0,งง..งง
2.0,แม่ง.  . ว๊ะ
1.0,เฉไฉ สุดท้ายหลอม (ซีเซียม-137)
2.0,ไอ้โง่หัวหน้าส่วนราชการ
1.0,อยากรู้ดำเนินการบริษัทวัตถุอันตรายห้ามโรงไฟฟ้า???
0.0,ตลกท่านผู้ว่า
2.0,ถามคำตอบ
1.0,อ้ายตู่ โรงงานสัก 1 สัปดาห์สร้างความมั่นใจ
1.0,ออกมาขาย โรงหลอมตัว
1.0,แคมป์ดิ
1.0, ดีสี้
1.0,ฝฝฝ
1.0,ผมกินข้าว กินญ้า
1.0,ช
1.0,เชื่อได้ใหน
1.0,เกมสาร ว๊ายยยยยยยย เค้าม่ะ งะ
1.0,คำตอบเหมือนกลัวโดนเด้ง
2.0,คคคคคคคคคคคคคคคคคคคคคคคคคคคคคคคคคคคคคคคคคคคคคคคคคคคคคคคคคคคคคคตตตตตตตตตตตตตตตตตตตตตตตตตตตตตตตตตตตตตคคคคคคคคคคคคคคคคคคคคค
2.0,ตอบมืออาชีพ...ทำงาน
1.0,ข่าว ปิดข่าว?
1.0,อเนกหายหัว
2.0,...
1.0,ไหม?
1.0,น่ากลัวตรงไหน?
1.0,อ่านข่าวไอ้ยุทธ ร้องเพลงประสานเสียง แย่งคุยแย่ง
1.0,ทอิ . ..ทใจ .ใท
2.0, กระจายออกมา
2.0,ค เหอะ
1.0,ป้ายกำกับบอกทาง.. สมอง
1.0,ขายข้าวเน่าจีน ต่อมาไทยแชมป์ตลาดข้าวโลก เฮ้อ กุ้มใจyoutube
1.0,อยากรู้ดำเนินการบริษัทวัตถุอันตรายห้ามโรงไฟฟ้า???(ซีเซียม 137)
2.0,#ซีเซียม137 หลุด หลุดขนาดเหรอ ระบบเตือนอุปกรณ์เหรอ อยู่ดีๆหลุดเครื่องควบคุมแจ้งเตือนเหรอ แปลกไหม ตลกร้ายชัด
2.0,ปิดกิจการโรงทำหายอ่ะฟ้องล้มละลายขนาดดูแล
2.0,คคคค
1.0,โรงงาน
2.0,ตัว ตอบหมารับประทาน
1.0,เรื่อง   ทั่วโลก ท่องเทีย่วไหม ไทยแลนด์
1.0,นอนดูแถลงข่าว ทะเล จมน้ำตาย สาระสำคัญ
1.0,ซีเชี่ยมหลุดป่าว มโนภาพ หลักฐานซีเซียมหายหลอมโรงงาน ปัดโธ่
2.0,คคคคคคคคคคคคคคคคคคคคคคคคคคคคคคคคคคค
2.0,ตอบ  คำถาม
1.0,ความปลอดภัยผู้ว่าอาศัยบริเรสักอาทิตย์อันตราย
2.0,เอาชีวิตคนเล่นอีกแล้วหรอ
2.0,รับผิดชอบชีวิตรเค้าไหม
0.0,สุข
1.0,ออกมาขาย ถามโรงหลอม
2.0,ตอนหายปกปิด...ตอนนี้มั่นใจ...คง
1.0,แฟนกบินทร์บออาการคลื่นไส้เวียนหัว แถวเครือสหพัฒน์
2.0,คคคคคคคคคคคคคคคคคคคคคค
1.0,อุตสาหกรรมจังหวัดน้อ รง.เครื่องตรวจวัด
2.0,ฟาย
2.0,ไอโครตมั่ว
2.0,คคคคคคคคคคคคคคคคคคคคคคคค
1.0,สวัสดี
1.0,พิรุธ ออกมาขาย ถามโรงหลอม
1.0,ตอบเหมือนตอบ
2.0,เรื่องอันตรายขนาด ปกปิดข้อมูล
1.0,บริษัท 2 บริษัทหาย
2.0,ค 
1.0,ยุบพรรคพลังประชารัฐ
1.0, ตัวหาย หรอ ทามไลน์ ชัด
1.0,เชอโนบิลหลังคาเหล็กคลุมทับอาคารระเบิดไทยแลนด์ผ้าใบคลุม เจริญ
1.0,ร้านรับซื้อของเก่าๆคงโดนข้อหา
1.0,ดมเข้าไป กลายเปนซอมบี้
1.0,โรงไฟฟ้า หาย เริ่มต้น โรงงาน เน๊าะ?
1.0,คำตอบชัดเจน(ซีเซี่ยม137)
1.0,อย่าริสร้างโรงไฟฟ้านิวเคลียร์ คุม
1.0,แดนสนธยาyoutube
0.0,สงสารคนในพื้นที่จิงๆ
1.0,ยุบ สนง.ปรมณู
1.0,ดูระยะยาว รับผิดชอบประชาชนป่วยรับผิดชอบ
1.0,ไอเลขาตัวดี เรียนไแ
1.0,คนโดน1คนละเรื่องใหญ่งานเข้าพวกเมิงแเรง
1.0,มีความรู้พวกเรา ผู้ว่าราชการจังหวัด แต่งตั้งเข้าไป
1.0,ไล่เรียงไหม แบบนี้ภาพลักษณ์ตัวเองดูดี
1.0,ออกมา 
0.0,รวย..สาธุ
2.0,ค
2.0,ออออออ
2.0,เรื่องอันตรายมีผล ปชช ปกปิด
1.0,
2.0,น้ำท่วมทุ่ง
2.0,ทำงานล่ะโกหก
1.0,ท่านเลขา คำตอบ
0.0,ตอบ    โดน 
1.0,เดี๋ยวเงียบ = ช่างมัน
1.0,เอาชีวิตประชาชนเดิมพัน555
1.0,ตาย ซีเซียม...รัยเงิน.
1.0,โดนหลอม #ซีเซียม137
2.0,เอ้า ค.
2.0,ห่างไกลพัฒนาปีแสง
1.0,รมต.เอนก กปปส.& ลุงเทือก+ลุงตู๋บ ตรวจอีกรอบ...ซิ
1.0,.
2.0,ผู้นำโง่ตายจริง ๆ
1.0,ลอย
1.0,อีโก้เข้าใจง่ายกร่าง
1.0,ลุ้นไหมอีกกกกกกกกกกกก
1.0, ปน
1.0,ปั้งระบายน้ำพระราม9
2.0,โกหกแบบนี้ โดน
1.0,ตรวจไล่หลุดออกมาอะ ตรวจแถวโรงหลอม
1.0,ความจริงสัก
1.0,ทพ. ๒๓๒๓
1.0,ฟุ้ง
1.0,กรบข่าวยุบสภาเงียบกริป(ซีเซียม137)
1.0,คนใส่สุตร แม่ง ทะเล ตอบ เหมือน ตอบ  นั่ง แถลง
1.0,ประชาชนอยากรู้เจอ ระวังตัว
1.0,หาถมดิน
1.0,หอกลวงประชาชน
1.0,ธรรมชาติว่ะ
2.0,สันดานราชไทย เบ่งใส่
1.0,อย่าล้อเล่นรังสี เชอร์โนบิล รังสีรั่วไหล  27 กรัม หายรัฐ
2.0, หน่วยงานอองค์กรขึ้นชื่อว่าตอแหลในประเทศ
1.0,ฝนตกไปเดือน มีนา
1.0,สวัสดีเช้าอังคาร
1.0,ทหารพราน
1.0,ข่าวเงียบ
2.0,คำตอบชัดเจน..โกหก
1.0,สำนึกได้...หลานชาย
2.0,ไอเอ้ย
2.0,ค
2.0,เสียดายภาษี
1.0,ที่นี่ประเทศไทย555
1.0,เอาผิด
1.0,เรื่องใหญ่ขนาดปกปิด
0.0,อยุเชียงรายอากาศดี
1.0,ทีวีป่ะ..ค
1.0,เขียนจดหมายเบิกงบก่อสร้างที่เก็บ
1.0,ดูหน้าแม่งดิ
1.0,รวย..สาธุ
1.0, ทำงานก้องี้ อิอิ
1.0,ประเทศนิวเคลีย หาสะสารที่เกิดนิวเคลียเนาะ
1.0,ตายซีเซียม?
1.0,กลัวไมค์ ตอบมีความรู้
2.0,ดีแต่ พูดความจริง
2.0,ประเทศไทยทำอวดเก่งล้ำหน้าล้ำยุค เกิดเหตุเครื่องมือป้องกัน ไทยเมืองศักดิ์สิทธิ์ ไหว ทำงานวัวหายล้อมคอก คนไทยตัวใครตัวมัน เลือกนกกระยางบริหารประเทศ
1.0,เอ้า นักข่าวถาม สมควรตอบ แล้วจะบอสัมภาษณ์ดี
2.0,ดี ข่มคนอื่น
1.0,พูดว่าเรียบร้อย คนตรวจสอบเรียบร้อย
2.0,ราชการไทยน่าเบื่อ
1.0,ปิดข่าวเหอะปิดข่าว
1.0,หน้าตาแม่งเลิกล่กชิบหาย ท รัฐ
1.0,ปั้มระบายน้ำท่วม แถวพระราม9..gg
1.0,แง้มๆๆออกมาพูดไม่จริงสัก 
1.0,ผักชีราดหน้าสไตล์ข้าราชการไทย
1.0,ไอ้คนรับผิดชอบยุบสภาหนี
1.0,ทิ้งขี้ข้างหลัง
1.0, เดินออกมา  ?
1.0,5555
2.0,คคคค
1.0,คน รู้
2.0,ค
1.0,ประวอ
1.0,ฟ
2.0,ชิบหาย ฝังดิน ระบบน้ำ?
2.0,ค
1.0,รง.
0.0,นักข่าวถามดี
2.0,ค
2.0,วีน
2.0,งงงงแหล่ะ
2.0,มั่วววว
2.0,ค
2.0,หลอกลวงประชาชน ถุย
1.0,ชอบข้อมูลพูดความจริง
1.0,มีความรู้เท่าๆ  อ้าว! แล้วจะนักวิชาการ whattttt
2.0,ราชการแมร่งชอบบังๆๆจนปชชไว้ใจ
2.0,ค
1.0,เหมือนร้อนตัว
1.0,พัก มึน
2.0,ค
0.0,นักข่าวเยี่ยม
2.0,ตอบอย่าแถ
2.0,
1.0,เตาหลอมเหล็ก 
2.0,หมายถึงชาวบ้านมีความรู้ อย่าแถ
1.0,มีผลระยะยาว
0.0,ค ถามดีดี สาสสสสสสส
1.0,
2.0,แถถถ
1.0,นักเลง
1.0,รู้สักเรื่องไหมวะ555
2.0,ค
2.0,ลูกพี่โง่  ลูกโง่
1.0,ตอบคนโง่โมโห
1.0,ตำชาวบ้าน ชาวบ้านเคลียร์โว้ย
1.0,ฟังวิเฮ้ย
2.0,ค
1.0,การแผ่รังสี การนำ การพาความร้อน  ฟุ้งกระจาย
1.0,เรียบร้อย
2.0,ผู้ว่าทำตาถีบ
2.0,มักง่าย ปล่อยปละละเลย
1.0,ตัวนายก
2.0,เหอะ
1.0,โรงงาน....!!
1.0,หายเดือนมาตามหา
1.0,รรรร๊!!!
1.0,อย่าลุงตำแหน่งข่มนักข่าว
1.0,มืงไอ้หัวขาว
1.0,งงงงงง
1.0,8ปี เช็ดไหว
1.0,ทำการบ้านนักข่าว ตอบ ...
2.0,ไอ ค
1.0,ไอเปลืองภาษีประชาชน เอี่ยวล่ะ
2.0,แถ คำถาม
2.0,ปากดี
1.0,รีบไหมวะ
2.0,ตอบกวน แถมสาระ
2.0,ชิบหาย ฝังดิน
1.0,ผู้ว่า
1.0,ยาหยอกตา กระพริกตาหยุด
2.0,ตอบคำถามโง่
2.0,ค
2.0,ตอบกวน
1.0,เค้าถามเค้า สงสัย ออกมา
1.0,ชาวบ้านลาออกดิ
2.0,กร่างกก
2.0,ค เหอะท่าน
2.0,ค
0.0,สำนึกได้ ยายเลี้ยงชีวิต
1.0,พร้อง ยุบสภา หนักหนา ประชาธิปไตยไทย
2.0,ค
1.0,ประเทศไทยชอบคนแบบนี้เป็นใหญ่วะ
1.0,บท
2.0,ค
1.0,โมโห
2.0,บัดซบ 
1.0,ทำงาน  แมร่งแดกเงินเดือนไร้ประโยชน์
1.0,เออ หน้าหน้าด้าน5555
1.0,เดินแท้ง บัดสีบัดเถลิงป่าว
1.0,ข้าราชการ
0.0,นักข่าวถาม
1.0,พูดความจริง
2.0,โมโห
2.0,คคคค
1.0,คนสัมภาษณ์กล่าวหาหมื่นประมาทนักข่าว ชัด
2.0,คุ
1.0,ระบบปิด ปิดบังข้อมูล
2.0,แถ
1.0,หาข่าวกลบ การเมือง
2.0,ลาออกดิ
2.0,
1.0,เตรียม ตัว อพยพ รีบ
1.0,ไอ
2.0,ขู่ประชาชนเหรอ ทำงานโคตร เห็บ
2.0,ไอ่ง่าว ลิ้นสองแฉก
1.0,ปลดแม่ง
1.0,เหมือนรั่วอ่ะไอ้
1.0,ตอบตอบ
2.0,สันดาร ก้อถามดี ๆ
2.0,ค
2.0,คู
1.0,ปล่อยหลุด
2.0,คคคค
2.0,
2.0, แถลง ลุง
1.0,แท่ง8นิ้ว...แท่ง9นิ้ว.
2.0,แถถถถถถถถถถถถถถถถถถถถถถถถถถถถถ
1.0,ถามวัวตอบม้า บริหารฟะ
1.0,ล้างบานทำงานกระโหลกกะลา
1.0,ดูๆโรงาน
1.0,ผู้ว่า
2.0,ทำดิ
1.0,พระวิหาร
2.0,ตอบคนสมอง
1.0,ขอร้อง
2.0,ค
1.0,จบ
1.0,แถ แถ่ดๆๆๆๆ ร้องหยั้งหมา
2.0,ค่
2.0,หัวครก
2.0,คคคคคคคค
1.0,ท่านเลขา ย้อนนักข่าว
2.0,ลาออก
0.0,ลุงตู่ รักนายทุน
0.0,ลูกคนดี
1.0,รัป๋ากด1คัฟ
0.0,นายทุนรวย
0.0,รอรัฐบาลชุด บริหารประเทศ..ดีกว่า
2.0,แฉแฉ
1.0,ทนายรับเงินหรือปล่าว
2.0,กลัวขายน้ำเต้าหู้ ไม่ต้องตำรวจหรอก
1.0,แม่หายรับผิดชอบทิ้ง
1.0,ตั้ม กัญชา.
0.0,อธิบายเก่งงงงงงง
2.0,ตำรวจเกินไป
2.0,กะเล่นลูกไอ้ทนายสันขวานจ้างทำ คนรูปจ้าง
1.0,คิดได้ เด็กผู้หญิงลูกบุญธรรมคนแก่ขี้เงี่ยน ...
1.0,กองทุนอุดหนุนทาสสร้างชัยหาเสียง?
1.0,ปกปิดสิ
1.0,ยุคลุงตู่ กัญชา ยาบ้า
1.0,คนร้าย คนบ้าน ป่วยทางจิต
1.0,ลูก?....หว่า พ่อ แม่ 
1.0,ตัวเอง ไอ...เอ้ย
1.0,ยายซอยข่อยแน5555
2.0,โถ่อาชีพตร.แบบนี้ไม่ต้องทำหรอก
2.0,ม๊อบเก่ง แก๊สน้ำตาแบบนี้
2.0,ตำรวจกลัวตายแม๊
1.0,เจ้แพรีหะ
1.0,ละครทีวีในประเทศไทยละครเรื่องทำลายสถิติเรื่อง”ตี๋” ที่ทางกองทัพบกช่อง 5 ออกอากาศปี 2528 เวลาบ่าย 2 โมง 4 โมงเย็น บ้านดูเวลานี้ รถถนนหาย 60%
1.0,แม่หนีหนี้ป่ะ
1.0,ตรวจสอบดูซิพุ้งปิ๊ดฮ่ะ
0.0,ชูวิทย์สู้(แฟนข่าว)
0.0,อีแม่เลี้ยง ตัวดี
1.0,ไถ่ ไถ่ ยู่กู้
2.0,รัด เอาเปรียบ ประชาชน ตาดำๆ ลูบคลำ  เลวพี่น้อง
1.0,ชั้นผู้น้อยกล้าวิ? กลัวสื่อด่า?กลัวฟ้องญาติคนร้าย?รอคำสั่ง?
0.0,คนไทยรับรู้กลการโกง.ชูวิทย์..สู้ต่อไปชูวิทย์ๆๆๆ
2.0,สื่อจี้เรื่องไฟฟ้าสักที
2.0,รีบแดก
1.0,กลัวต่ยก้ออกไช่จับตาย
1.0,กรานยิงครั้งแรก
1.0,พระ ตำรวจ ครู ทหารื55555
1.0,เทวดาปล่อยพระสงฆ์ทำตัวตัญลอยนวลหรอก
1.0,เมียโต๋ . ผม
1.0,ตำรวจเสื้อแดงคับ ชุมพร 555555555555
2.0,ประยุทธ์จันทร์โอชาแม่งๆ
1.0, หลวงพ่อคูณ มรณะภาพ ไทยแทบจะพระประฏิบัติดีชอบแล้ว
1.0,รถสู้ม็อป
1.0,เอ่ย. เสพ แถมฟอย. ซอย. ตำหนวดดูแล
2.0,โห!!!!! กล้าเด็กผ้าเหลืองจิตสำนึกหรอ
1.0,น้ำใจ ฆาตกร
2.0,ข่าวละเอียดอ่าน
2.0,ตำรวจกล้า
0.0,ตอนม้อบ ไว
2.0,พัฒนา
1.0,แม่เลี้ยง แม่
1.0,ตั้ม.. สังเกต
1.0,มอไซไฟฟ้า
1.0,ซ้อปืน
1.0,"อาบน้ำ5 , 6/"
2.0,ป้าเกินไป เห็นแก่ตัว
1.0,เด็กเด็กแบบนี้ไร้ สวัสดิการรัฐรู้ตัวดูแลประชาชน
1.0,พ่อแม่ติดงาน
1.0,เชิดชูคนดีพี่จิ้ม(แฟนข่าว)
1.0,เฮ่อออ
2.0,ไอ้ดาราสลิ่มตัวนี้แหละออกมาเป่านกหวีด
0.0,ดวงถึงฆาตร รอดคตุยายบุญ
2.0,สิไอ้ฟายย
1.0,ทำคอนเทนใส่ร้ายป่าว
1.0,สงสัยอาบน้ำความดันวูบ
2.0,ทนายหิวแสง
1.0,อู่พ่นจิ๋ม
2.0,เดือนค่าไฟแพง
1.0,ตำรวจ usa จบ  3 ชม.
1.0,สังคมผู้สูงอายุ...
1.0,ลุง  คนจน20ล้านคน
1.0,จีน เซฟตี้ชาร์จต่ำ
0.0,รวย..สาธุ
1.0,อยากได้บุญ เงินพระ พระรวยทำบาป เลิกเ
1.0,ป้าสอยล่วง..
1.0,อ้อ พ่อ
1.0,ป้อติ้งกินข้าวแด
0.0,เชียร์ชูวิทย์
2.0,ร้อน
1.0,แม่ประเภคยังอยู่เวรกรรม
1.0,โปนตีน
0.0,สู้
0.0,เลือกก้าวไกล ปฏิรูปราชการ ฉลาดมากขึ้น
1.0,รับงานทำ 5555
1.0, ปชช กินต่อไป ทำข่าว  ระวัง
1.0,ทนาย รับงาน เหรอ
1.0,ต่างประเทศเข้าให้ไม่ต้องเรื่องมาก
1.0,นับถือ ศรัทธา. . งมงาย
1.0,มูลนิธิดูแลผู้สูงอายุที่อยู่ลำพัง
1.0,เสียงกระชากใจ ป้าสาว ผม
1.0,ผู้ร้ายคนเดียว ผู้ร้ายคน ทำ
1.0,หมอปลาแบบนี้
1.0,กลัวรถหุ้มเกราะ
1.0,ข่าว อหต 
1.0,อีป้อ ติดคุก
1.0,อุพ่นสีจิ๋ม55555555555
2.0,รัฐปลิง
1.0,ผู้การ
1.0,มือบวม
1.0,ท่านสุพัฒนพงษ์ทีมเศษฐกิจ รทสช
1.0,อีอุดปากป้าวะ ร่มคัน
1.0,อาม่าล้มแน่นอน.แม่ลูกย่ายายเลี้ยงอุบัติเหตุล้มวิ่งหลาน
0.0,ศาสนาดี. ศาสนาคนคนศีลธรรม.
2.0,หาคน ตร.มืออาชีพสิ แบบนี้ตร. แก้ตัว ทุเรศ
2.0,ผู้พัน ยาเส้น อย่าลืมหลาน   หูไวตาหน่อน ซนเชียว
2.0,ปิดหน้าคนเลวอีกแล้ว
1.0,what แปล 
1.0,สวัสดี
0.0,ศุกร์_สด_ใสฺครับผม
1.0,พรุ่งนี้วันหยุด (ศุกร์สดใส)
2.0,ยุทธวิธีด่านกล้องใบสั่ง
1.0,(ศ.สดใส)จนมีนาเยัง' ใจ
1.0,ค่าไฟ ft นิค่ากินเปล่า บ่เน้อแพงครึ่งค่าไฟ โครตแพง
0.0,เม้นโฟกัสความรู้สึกเจ็บเป็นส่วนใหญ่
1.0,คนร้ายการคุมครองปกป้องชื่อ
1.0,ป่าวค้าบลุงปมตื่นทำงานตี1ค้าบ
2.0,แม่มีลูก9คนเลี้ยง ลูกแม่คนเดียวเลี้ยง
1.0,น้อนไบร้ งง
1.0,ชูแว๊บรับเงินปิดปากเงียบ
1.0,โปรตีน 5555
1.0,ดีขับไหม้หำ
2.0,น้องร์ จบมัยทำแซก ฟังหงุดหงิด แทนน้อง
1.0,ทำ
1.0,ตำรวจ สิ  ตำรวจกลัวตาย 555
1.0,พระ รวย เงินบุญ
1.0,เตียงผ้าเหลือง
1.0,สวัสดี
1.0,เซฟซื้อญี่ปุ่นแพงโน่น
2.0,"เก่ง,,,รีดเลือดประชาชน,,,คคคคคค"
1.0,พรรคเพื่อไทยทำผลประโยชน์นายทุนนักการเมืองตัวเอง
2.0,รู้ตำรวจมีครอบครัว เรียนฝึก 
2.0,ตำรวจกลัว
0.0,สงสาร
0.0,มีลูก
1.0,สวัสดี
1.0,แฮร่ะๆ
1.0,เผลอ
1.0,เหมือนภาพซ้ำ2-3ข่าวอ่ะ
1.0,โธ่ลุกเอ๋ย
2.0,ฟาย
